 Cell_Line,Editing_Strategy,Gene,Matched_Variant_Count,VCF_Output
WTB_variants_PASS,base_edits,PIK3R2,0,NA
WTC_variants_PASS,base_edits,PIK3R2,0,NA
cN8-hNIL,CRISPRoff,PLAU,1,final_intersections_var/cN8-hNIL_PLAU_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,PLAU,1,final_intersections_var/KOLF2-ARID2-A02_PLAU_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,PLAU,1,final_intersections_var/WTB_variants_PASS_PLAU_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,PLAU,1,final_intersections_var/WTC_variants_PASS_PLAU_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,PLAU,1,final_intersections_var/cN8-hNIL_PLAU_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,PLAU,0,NA
WTB_variants_PASS,indels,PLAU,0,NA
WTC_variants_PASS,indels,PLAU,0,NA
cN8-hNIL,base_edits,PLAU,2,final_intersections_var/cN8-hNIL_PLAU_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,PLAU,1,final_intersections_var/KOLF2-ARID2-A02_PLAU_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,PLAU,1,final_intersections_var/WTB_variants_PASS_PLAU_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,PLAU,1,final_intersections_var/WTC_variants_PASS_PLAU_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,POLD1,0,NA
KOLF2-ARID2-A02,CRISPRoff,POLD1,0,NA
WTB_variants_PASS,CRISPRoff,POLD1,1,final_intersections_var/WTB_variants_PASS_POLD1_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,POLD1,0,NA
cN8-hNIL,indels,POLD1,0,NA
KOLF2-ARID2-A02,indels,POLD1,0,NA
WTB_variants_PASS,indels,POLD1,0,NA
WTC_variants_PASS,indels,POLD1,0,NA
cN8-hNIL,base_edits,POLD1,0,NA
KOLF2-ARID2-A02,base_edits,POLD1,0,NA
WTB_variants_PASS,base_edits,POLD1,1,final_intersections_var/WTB_variants_PASS_POLD1_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,POLD1,0,NA
cN8-hNIL,CRISPRoff,POLE,0,NA
KOLF2-ARID2-A02,CRISPRoff,POLE,0,NA
WTB_variants_PASS,CRISPRoff,POLE,0,NA
WTC_variants_PASS,CRISPRoff,POLE,0,NA
cN8-hNIL,indels,POLE,1,final_intersections_var/cN8-hNIL_POLE_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,POLE,0,NA
WTB_variants_PASS,indels,POLE,0,NA
WTC_variants_PASS,indels,POLE,1,final_intersections_var/WTC_variants_PASS_POLE_indels_shared.vcf.gz
cN8-hNIL,base_edits,POLE,0,NA
KOLF2-ARID2-A02,base_edits,POLE,0,NA
WTB_variants_PASS,base_edits,POLE,0,NA
WTC_variants_PASS,base_edits,POLE,0,NA
cN8-hNIL,CRISPRoff,RAC2,0,NA
KOLF2-ARID2-A02,CRISPRoff,RAC2,0,NA
WTB_variants_PASS,CRISPRoff,RAC2,0,NA
WTC_variants_PASS,CRISPRoff,RAC2,0,NA
cN8-hNIL,indels,RAC2,1,final_intersections_var/cN8-hNIL_RAC2_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,RAC2,1,final_intersections_var/KOLF2-ARID2-A02_RAC2_indels_shared.vcf.gz
WTB_variants_PASS,indels,RAC2,0,NA
WTC_variants_PASS,indels,RAC2,1,final_intersections_var/WTC_variants_PASS_RAC2_indels_shared.vcf.gz
cN8-hNIL,base_edits,RAC2,0,NA
KOLF2-ARID2-A02,base_edits,RAC2,0,NA
WTB_variants_PASS,base_edits,RAC2,0,NA
WTC_variants_PASS,base_edits,RAC2,0,NA
cN8-hNIL,CRISPRoff,RDH12,0,NA
KOLF2-ARID2-A02,CRISPRoff,RDH12,0,NA
WTB_variants_PASS,CRISPRoff,RDH12,2,final_intersections_var/WTB_variants_PASS_RDH12_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,RDH12,2,final_intersections_var/WTC_variants_PASS_RDH12_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,RDH12,0,NA
KOLF2-ARID2-A02,indels,RDH12,0,NA
WTB_variants_PASS,indels,RDH12,0,NA
WTC_variants_PASS,indels,RDH12,0,NA
cN8-hNIL,base_edits,RDH12,0,NA
KOLF2-ARID2-A02,base_edits,RDH12,0,NA
WTB_variants_PASS,base_edits,RDH12,0,NA
WTC_variants_PASS,base_edits,RDH12,0,NA
cN8-hNIL,CRISPRoff,RERE,0,NA
KOLF2-ARID2-A02,CRISPRoff,RERE,0,NA
WTB_variants_PASS,CRISPRoff,RERE,0,NA
WTC_variants_PASS,CRISPRoff,RERE,0,NA
cN8-hNIL,indels,RERE,0,NA
KOLF2-ARID2-A02,indels,RERE,0,NA
WTB_variants_PASS,indels,RERE,1,final_intersections_var/WTB_variants_PASS_RERE_indels_shared.vcf.gz
WTC_variants_PASS,indels,RERE,1,final_intersections_var/WTC_variants_PASS_RERE_indels_shared.vcf.gz
cN8-hNIL,base_edits,RERE,0,NA
KOLF2-ARID2-A02,base_edits,RERE,0,NA
WTB_variants_PASS,base_edits,RERE,0,NA
WTC_variants_PASS,base_edits,RERE,0,NA
cN8-hNIL,CRISPRoff,RFX6,2,final_intersections_var/cN8-hNIL_RFX6_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,RFX6,2,final_intersections_var/KOLF2-ARID2-A02_RFX6_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,RFX6,0,NA
WTC_variants_PASS,CRISPRoff,RFX6,0,NA
cN8-hNIL,indels,RFX6,2,final_intersections_var/cN8-hNIL_RFX6_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,RFX6,2,final_intersections_var/KOLF2-ARID2-A02_RFX6_indels_shared.vcf.gz
WTB_variants_PASS,indels,RFX6,2,final_intersections_var/WTB_variants_PASS_RFX6_indels_shared.vcf.gz
WTC_variants_PASS,indels,RFX6,0,NA
cN8-hNIL,base_edits,RFX6,0,NA
KOLF2-ARID2-A02,base_edits,RFX6,0,NA
WTB_variants_PASS,base_edits,RFX6,0,NA
WTC_variants_PASS,base_edits,RFX6,0,NA
cN8-hNIL,CRISPRoff,RHBDF2,0,NA
KOLF2-ARID2-A02,CRISPRoff,RHBDF2,0,NA
WTB_variants_PASS,CRISPRoff,RHBDF2,0,NA
WTC_variants_PASS,CRISPRoff,RHBDF2,0,NA
cN8-hNIL,indels,RHBDF2,0,NA
KOLF2-ARID2-A02,indels,RHBDF2,0,NA
WTB_variants_PASS,indels,RHBDF2,0,NA
WTC_variants_PASS,indels,RHBDF2,0,NA
cN8-hNIL,base_edits,RHBDF2,0,NA
KOLF2-ARID2-A02,base_edits,RHBDF2,0,NA
WTB_variants_PASS,base_edits,RHBDF2,0,NA
WTC_variants_PASS,base_edits,RHBDF2,0,NA
cN8-hNIL,CRISPRoff,RPE65,0,NA
KOLF2-ARID2-A02,CRISPRoff,RPE65,0,NA
WTB_variants_PASS,CRISPRoff,RPE65,0,NA
WTC_variants_PASS,CRISPRoff,RPE65,0,NA
cN8-hNIL,indels,RPE65,0,NA
KOLF2-ARID2-A02,indels,RPE65,0,NA
WTB_variants_PASS,indels,RPE65,0,NA
WTC_variants_PASS,indels,RPE65,0,NA
cN8-hNIL,base_edits,RPE65,0,NA
KOLF2-ARID2-A02,base_edits,RPE65,0,NA
WTB_variants_PASS,base_edits,RPE65,0,NA
WTC_variants_PASS,base_edits,RPE65,0,NA
cN8-hNIL,CRISPRoff,RPS10,0,NA
KOLF2-ARID2-A02,CRISPRoff,RPS10,0,NA
WTB_variants_PASS,CRISPRoff,RPS10,0,NA
WTC_variants_PASS,CRISPRoff,RPS10,2,final_intersections_var/WTC_variants_PASS_RPS10_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,RPS10,0,NA
KOLF2-ARID2-A02,indels,RPS10,0,NA
WTB_variants_PASS,indels,RPS10,0,NA
WTC_variants_PASS,indels,RPS10,1,final_intersections_var/WTC_variants_PASS_RPS10_indels_shared.vcf.gz
cN8-hNIL,base_edits,RPS10,0,NA
KOLF2-ARID2-A02,base_edits,RPS10,0,NA
WTB_variants_PASS,base_edits,RPS10,0,NA
WTC_variants_PASS,base_edits,RPS10,0,NA
cN8-hNIL,CRISPRoff,RYR1,1,final_intersections_var/cN8-hNIL_RYR1_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,RYR1,0,NA
WTB_variants_PASS,CRISPRoff,RYR1,1,final_intersections_var/WTB_variants_PASS_RYR1_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,RYR1,1,final_intersections_var/WTC_variants_PASS_RYR1_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,RYR1,4,final_intersections_var/cN8-hNIL_RYR1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,RYR1,11,final_intersections_var/KOLF2-ARID2-A02_RYR1_indels_shared.vcf.gz
WTB_variants_PASS,indels,RYR1,8,final_intersections_var/WTB_variants_PASS_RYR1_indels_shared.vcf.gz
WTC_variants_PASS,indels,RYR1,8,final_intersections_var/WTC_variants_PASS_RYR1_indels_shared.vcf.gz
cN8-hNIL,base_edits,RYR1,2,final_intersections_var/cN8-hNIL_RYR1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,RYR1,2,final_intersections_var/KOLF2-ARID2-A02_RYR1_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,RYR1,2,final_intersections_var/WTB_variants_PASS_RYR1_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,RYR1,2,final_intersections_var/WTC_variants_PASS_RYR1_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,RYR2,0,NA
KOLF2-ARID2-A02,CRISPRoff,RYR2,0,NA
WTB_variants_PASS,CRISPRoff,RYR2,0,NA
WTC_variants_PASS,CRISPRoff,RYR2,0,NA
cN8-hNIL,indels,RYR2,1,final_intersections_var/cN8-hNIL_RYR2_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,RYR2,0,NA
WTB_variants_PASS,indels,RYR2,0,NA
WTC_variants_PASS,indels,RYR2,2,final_intersections_var/WTC_variants_PASS_RYR2_indels_shared.vcf.gz
cN8-hNIL,base_edits,RYR2,1,final_intersections_var/cN8-hNIL_RYR2_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,RYR2,3,final_intersections_var/KOLF2-ARID2-A02_RYR2_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,RYR2,2,final_intersections_var/WTB_variants_PASS_RYR2_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,RYR2,1,final_intersections_var/WTC_variants_PASS_RYR2_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SATB1,0,NA
KOLF2-ARID2-A02,CRISPRoff,SATB1,0,NA
WTB_variants_PASS,CRISPRoff,SATB1,0,NA
WTC_variants_PASS,CRISPRoff,SATB1,0,NA
cN8-hNIL,indels,SATB1,0,NA
KOLF2-ARID2-A02,indels,SATB1,0,NA
WTB_variants_PASS,indels,SATB1,0,NA
WTC_variants_PASS,indels,SATB1,0,NA
cN8-hNIL,base_edits,SATB1,0,NA
KOLF2-ARID2-A02,base_edits,SATB1,0,NA
WTB_variants_PASS,base_edits,SATB1,0,NA
WTC_variants_PASS,base_edits,SATB1,0,NA
cN8-hNIL,CRISPRoff,SCAF4,0,NA
KOLF2-ARID2-A02,CRISPRoff,SCAF4,0,NA
WTB_variants_PASS,CRISPRoff,SCAF4,0,NA
WTC_variants_PASS,CRISPRoff,SCAF4,0,NA
cN8-hNIL,indels,SCAF4,0,NA
KOLF2-ARID2-A02,indels,SCAF4,0,NA
WTB_variants_PASS,indels,SCAF4,0,NA
WTC_variants_PASS,indels,SCAF4,0,NA
cN8-hNIL,base_edits,SCAF4,0,NA
KOLF2-ARID2-A02,base_edits,SCAF4,0,NA
WTB_variants_PASS,base_edits,SCAF4,0,NA
WTC_variants_PASS,base_edits,SCAF4,0,NA
cN8-hNIL,CRISPRoff,SCN11A,0,NA
KOLF2-ARID2-A02,CRISPRoff,SCN11A,0,NA
WTB_variants_PASS,CRISPRoff,SCN11A,0,NA
WTC_variants_PASS,CRISPRoff,SCN11A,0,NA
cN8-hNIL,indels,SCN11A,0,NA
KOLF2-ARID2-A02,indels,SCN11A,0,NA
WTB_variants_PASS,indels,SCN11A,0,NA
WTC_variants_PASS,indels,SCN11A,1,final_intersections_var/WTC_variants_PASS_SCN11A_indels_shared.vcf.gz
cN8-hNIL,base_edits,SCN11A,0,NA
KOLF2-ARID2-A02,base_edits,SCN11A,0,NA
WTB_variants_PASS,base_edits,SCN11A,1,final_intersections_var/WTB_variants_PASS_SCN11A_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SCN11A,1,final_intersections_var/WTC_variants_PASS_SCN11A_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SCN3A,0,NA
KOLF2-ARID2-A02,CRISPRoff,SCN3A,0,NA
WTB_variants_PASS,CRISPRoff,SCN3A,0,NA
WTC_variants_PASS,CRISPRoff,SCN3A,0,NA
cN8-hNIL,indels,SCN3A,0,NA
KOLF2-ARID2-A02,indels,SCN3A,3,final_intersections_var/KOLF2-ARID2-A02_SCN3A_indels_shared.vcf.gz
WTB_variants_PASS,indels,SCN3A,0,NA
WTC_variants_PASS,indels,SCN3A,2,final_intersections_var/WTC_variants_PASS_SCN3A_indels_shared.vcf.gz
cN8-hNIL,base_edits,SCN3A,0,NA
KOLF2-ARID2-A02,base_edits,SCN3A,2,final_intersections_var/KOLF2-ARID2-A02_SCN3A_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,SCN3A,1,final_intersections_var/WTB_variants_PASS_SCN3A_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SCN3A,2,final_intersections_var/WTC_variants_PASS_SCN3A_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SCN8A,1,final_intersections_var/cN8-hNIL_SCN8A_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,SCN8A,1,final_intersections_var/KOLF2-ARID2-A02_SCN8A_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,SCN8A,0,NA
WTC_variants_PASS,CRISPRoff,SCN8A,0,NA
cN8-hNIL,indels,SCN8A,0,NA
KOLF2-ARID2-A02,indels,SCN8A,0,NA
WTB_variants_PASS,indels,SCN8A,1,final_intersections_var/WTB_variants_PASS_SCN8A_indels_shared.vcf.gz
WTC_variants_PASS,indels,SCN8A,0,NA
cN8-hNIL,base_edits,SCN8A,0,NA
KOLF2-ARID2-A02,base_edits,SCN8A,0,NA
WTB_variants_PASS,base_edits,SCN8A,1,final_intersections_var/WTB_variants_PASS_SCN8A_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SCN8A,0,NA
cN8-hNIL,CRISPRoff,SCNN1G,4,final_intersections_var/cN8-hNIL_SCNN1G_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,SCNN1G,0,NA
WTB_variants_PASS,CRISPRoff,SCNN1G,3,final_intersections_var/WTB_variants_PASS_SCNN1G_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,SCNN1G,1,final_intersections_var/WTC_variants_PASS_SCNN1G_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,SCNN1G,1,final_intersections_var/cN8-hNIL_SCNN1G_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,SCNN1G,0,NA
WTB_variants_PASS,indels,SCNN1G,3,final_intersections_var/WTB_variants_PASS_SCNN1G_indels_shared.vcf.gz
WTC_variants_PASS,indels,SCNN1G,0,NA
cN8-hNIL,base_edits,SCNN1G,2,final_intersections_var/cN8-hNIL_SCNN1G_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,SCNN1G,1,final_intersections_var/KOLF2-ARID2-A02_SCNN1G_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,SCNN1G,3,final_intersections_var/WTB_variants_PASS_SCNN1G_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SCNN1G,1,final_intersections_var/WTC_variants_PASS_SCNN1G_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SEC63,0,NA
KOLF2-ARID2-A02,CRISPRoff,SEC63,0,NA
WTB_variants_PASS,CRISPRoff,SEC63,0,NA
WTC_variants_PASS,CRISPRoff,SEC63,0,NA
cN8-hNIL,indels,SEC63,0,NA
KOLF2-ARID2-A02,indels,SEC63,0,NA
WTB_variants_PASS,indels,SEC63,1,final_intersections_var/WTB_variants_PASS_SEC63_indels_shared.vcf.gz
WTC_variants_PASS,indels,SEC63,1,final_intersections_var/WTC_variants_PASS_SEC63_indels_shared.vcf.gz
cN8-hNIL,base_edits,SEC63,0,NA
KOLF2-ARID2-A02,base_edits,SEC63,0,NA
WTB_variants_PASS,base_edits,SEC63,1,final_intersections_var/WTB_variants_PASS_SEC63_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SEC63,1,final_intersections_var/WTC_variants_PASS_SEC63_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SERPINC1,1,final_intersections_var/cN8-hNIL_SERPINC1_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,SERPINC1,0,NA
WTB_variants_PASS,CRISPRoff,SERPINC1,0,NA
WTC_variants_PASS,CRISPRoff,SERPINC1,0,NA
cN8-hNIL,indels,SERPINC1,1,final_intersections_var/cN8-hNIL_SERPINC1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,SERPINC1,1,final_intersections_var/KOLF2-ARID2-A02_SERPINC1_indels_shared.vcf.gz
WTB_variants_PASS,indels,SERPINC1,0,NA
WTC_variants_PASS,indels,SERPINC1,1,final_intersections_var/WTC_variants_PASS_SERPINC1_indels_shared.vcf.gz
cN8-hNIL,base_edits,SERPINC1,0,NA
KOLF2-ARID2-A02,base_edits,SERPINC1,0,NA
WTB_variants_PASS,base_edits,SERPINC1,0,NA
WTC_variants_PASS,base_edits,SERPINC1,0,NA
cN8-hNIL,CRISPRoff,SETX,0,NA
KOLF2-ARID2-A02,CRISPRoff,SETX,0,NA
WTB_variants_PASS,CRISPRoff,SETX,0,NA
WTC_variants_PASS,CRISPRoff,SETX,0,NA
cN8-hNIL,indels,SETX,0,NA
KOLF2-ARID2-A02,indels,SETX,1,final_intersections_var/KOLF2-ARID2-A02_SETX_indels_shared.vcf.gz
WTB_variants_PASS,indels,SETX,0,NA
WTC_variants_PASS,indels,SETX,0,NA
cN8-hNIL,base_edits,SETX,0,NA
KOLF2-ARID2-A02,base_edits,SETX,0,NA
WTB_variants_PASS,base_edits,SETX,0,NA
WTC_variants_PASS,base_edits,SETX,0,NA
cN8-hNIL,CRISPRoff,SFTPA1,2,final_intersections_var/cN8-hNIL_SFTPA1_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,SFTPA1,0,NA
WTB_variants_PASS,CRISPRoff,SFTPA1,1,final_intersections_var/WTB_variants_PASS_SFTPA1_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,SFTPA1,0,NA
cN8-hNIL,indels,SFTPA1,1,final_intersections_var/cN8-hNIL_SFTPA1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,SFTPA1,0,NA
WTB_variants_PASS,indels,SFTPA1,1,final_intersections_var/WTB_variants_PASS_SFTPA1_indels_shared.vcf.gz
WTC_variants_PASS,indels,SFTPA1,0,NA
cN8-hNIL,base_edits,SFTPA1,1,final_intersections_var/cN8-hNIL_SFTPA1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,SFTPA1,0,NA
WTB_variants_PASS,base_edits,SFTPA1,1,final_intersections_var/WTB_variants_PASS_SFTPA1_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SFTPA1,0,NA
cN8-hNIL,CRISPRoff,SLC1A2,0,NA
KOLF2-ARID2-A02,CRISPRoff,SLC1A2,0,NA
WTB_variants_PASS,CRISPRoff,SLC1A2,0,NA
WTC_variants_PASS,CRISPRoff,SLC1A2,0,NA
cN8-hNIL,indels,SLC1A2,0,NA
KOLF2-ARID2-A02,indels,SLC1A2,0,NA
WTB_variants_PASS,indels,SLC1A2,0,NA
WTC_variants_PASS,indels,SLC1A2,0,NA
cN8-hNIL,base_edits,SLC1A2,0,NA
KOLF2-ARID2-A02,base_edits,SLC1A2,0,NA
WTB_variants_PASS,base_edits,SLC1A2,1,final_intersections_var/WTB_variants_PASS_SLC1A2_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SLC1A2,0,NA
cN8-hNIL,CRISPRoff,SLC4A3,0,NA
KOLF2-ARID2-A02,CRISPRoff,SLC4A3,0,NA
WTB_variants_PASS,CRISPRoff,SLC4A3,0,NA
WTC_variants_PASS,CRISPRoff,SLC4A3,0,NA
cN8-hNIL,indels,SLC4A3,0,NA
KOLF2-ARID2-A02,indels,SLC4A3,0,NA
WTB_variants_PASS,indels,SLC4A3,0,NA
WTC_variants_PASS,indels,SLC4A3,2,final_intersections_var/WTC_variants_PASS_SLC4A3_indels_shared.vcf.gz
cN8-hNIL,base_edits,SLC4A3,0,NA
KOLF2-ARID2-A02,base_edits,SLC4A3,0,NA
WTB_variants_PASS,base_edits,SLC4A3,0,NA
WTC_variants_PASS,base_edits,SLC4A3,0,NA
cN8-hNIL,CRISPRoff,SLC52A1,0,NA
KOLF2-ARID2-A02,CRISPRoff,SLC52A1,0,NA
WTB_variants_PASS,CRISPRoff,SLC52A1,0,NA
WTC_variants_PASS,CRISPRoff,SLC52A1,0,NA
cN8-hNIL,indels,SLC52A1,0,NA
KOLF2-ARID2-A02,indels,SLC52A1,1,final_intersections_var/KOLF2-ARID2-A02_SLC52A1_indels_shared.vcf.gz
WTB_variants_PASS,indels,SLC52A1,1,final_intersections_var/WTB_variants_PASS_SLC52A1_indels_shared.vcf.gz
WTC_variants_PASS,indels,SLC52A1,0,NA
cN8-hNIL,base_edits,SLC52A1,0,NA
KOLF2-ARID2-A02,base_edits,SLC52A1,0,NA
WTB_variants_PASS,base_edits,SLC52A1,0,NA
WTC_variants_PASS,base_edits,SLC52A1,0,NA
cN8-hNIL,CRISPRoff,SLFN14,0,NA
KOLF2-ARID2-A02,CRISPRoff,SLFN14,0,NA
WTB_variants_PASS,CRISPRoff,SLFN14,0,NA
WTC_variants_PASS,CRISPRoff,SLFN14,0,NA
cN8-hNIL,indels,SLFN14,0,NA
KOLF2-ARID2-A02,indels,SLFN14,2,final_intersections_var/KOLF2-ARID2-A02_SLFN14_indels_shared.vcf.gz
WTB_variants_PASS,indels,SLFN14,0,NA
WTC_variants_PASS,indels,SLFN14,2,final_intersections_var/WTC_variants_PASS_SLFN14_indels_shared.vcf.gz
cN8-hNIL,base_edits,SLFN14,2,final_intersections_var/cN8-hNIL_SLFN14_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,SLFN14,2,final_intersections_var/KOLF2-ARID2-A02_SLFN14_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,SLFN14,0,NA
WTC_variants_PASS,base_edits,SLFN14,3,final_intersections_var/WTC_variants_PASS_SLFN14_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SMARCA2,0,NA
KOLF2-ARID2-A02,CRISPRoff,SMARCA2,0,NA
WTB_variants_PASS,CRISPRoff,SMARCA2,0,NA
WTC_variants_PASS,CRISPRoff,SMARCA2,0,NA
cN8-hNIL,indels,SMARCA2,0,NA
KOLF2-ARID2-A02,indels,SMARCA2,1,final_intersections_var/KOLF2-ARID2-A02_SMARCA2_indels_shared.vcf.gz
WTB_variants_PASS,indels,SMARCA2,1,final_intersections_var/WTB_variants_PASS_SMARCA2_indels_shared.vcf.gz
WTC_variants_PASS,indels,SMARCA2,0,NA
cN8-hNIL,base_edits,SMARCA2,0,NA
KOLF2-ARID2-A02,base_edits,SMARCA2,0,NA
WTB_variants_PASS,base_edits,SMARCA2,0,NA
WTC_variants_PASS,base_edits,SMARCA2,0,NA
cN8-hNIL,CRISPRoff,SMARCA5,0,NA
KOLF2-ARID2-A02,CRISPRoff,SMARCA5,0,NA
WTB_variants_PASS,CRISPRoff,SMARCA5,0,NA
WTC_variants_PASS,CRISPRoff,SMARCA5,0,NA
cN8-hNIL,indels,SMARCA5,1,final_intersections_var/cN8-hNIL_SMARCA5_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,SMARCA5,0,NA
WTB_variants_PASS,indels,SMARCA5,1,final_intersections_var/WTB_variants_PASS_SMARCA5_indels_shared.vcf.gz
WTC_variants_PASS,indels,SMARCA5,1,final_intersections_var/WTC_variants_PASS_SMARCA5_indels_shared.vcf.gz
cN8-hNIL,base_edits,SMARCA5,1,final_intersections_var/cN8-hNIL_SMARCA5_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,SMARCA5,0,NA
WTB_variants_PASS,base_edits,SMARCA5,1,final_intersections_var/WTB_variants_PASS_SMARCA5_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SMARCA5,1,final_intersections_var/WTC_variants_PASS_SMARCA5_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SMARCC1,0,NA
KOLF2-ARID2-A02,CRISPRoff,SMARCC1,0,NA
WTB_variants_PASS,CRISPRoff,SMARCC1,0,NA
WTC_variants_PASS,CRISPRoff,SMARCC1,0,NA
cN8-hNIL,indels,SMARCC1,0,NA
KOLF2-ARID2-A02,indels,SMARCC1,1,final_intersections_var/KOLF2-ARID2-A02_SMARCC1_indels_shared.vcf.gz
WTB_variants_PASS,indels,SMARCC1,1,final_intersections_var/WTB_variants_PASS_SMARCC1_indels_shared.vcf.gz
WTC_variants_PASS,indels,SMARCC1,0,NA
cN8-hNIL,base_edits,SMARCC1,0,NA
KOLF2-ARID2-A02,base_edits,SMARCC1,1,final_intersections_var/KOLF2-ARID2-A02_SMARCC1_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,SMARCC1,1,final_intersections_var/WTB_variants_PASS_SMARCC1_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SMARCC1,0,NA
cN8-hNIL,CRISPRoff,SMCHD1,0,NA
KOLF2-ARID2-A02,CRISPRoff,SMCHD1,0,NA
WTB_variants_PASS,CRISPRoff,SMCHD1,0,NA
WTC_variants_PASS,CRISPRoff,SMCHD1,0,NA
cN8-hNIL,indels,SMCHD1,2,final_intersections_var/cN8-hNIL_SMCHD1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,SMCHD1,2,final_intersections_var/KOLF2-ARID2-A02_SMCHD1_indels_shared.vcf.gz
WTB_variants_PASS,indels,SMCHD1,2,final_intersections_var/WTB_variants_PASS_SMCHD1_indels_shared.vcf.gz
WTC_variants_PASS,indels,SMCHD1,1,final_intersections_var/WTC_variants_PASS_SMCHD1_indels_shared.vcf.gz
cN8-hNIL,base_edits,SMCHD1,1,final_intersections_var/cN8-hNIL_SMCHD1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,SMCHD1,1,final_intersections_var/KOLF2-ARID2-A02_SMCHD1_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,SMCHD1,1,final_intersections_var/WTB_variants_PASS_SMCHD1_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,SMCHD1,1,final_intersections_var/WTC_variants_PASS_SMCHD1_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,SNAP25,0,NA
